Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDU48,OUT018,1752.2524399999995
FDY12,OUT045,796.6660672268905
FDU60,OUT017,2453.7477006993
FDH12,OUT013,1548.6861522123897
FDR24,OUT018,1335.1786749999997
FDW24,OUT017,711.0628208695654
FDU24,OUT035,1559.342975268818
FDW36,OUT018,1372.688490740741
FDE24,OUT019,346.89728372093043
FDC60,OUT045,1335.1786749999997
FDL36,OUT013,1441.411082758621
FDZ48,OUT035,1548.6861522123897
FDR12,OUT035,2894.2207107142867
FDX23,OUT049,1559.342975268818
FDT60,OUT027,3242.062071532848
FDS12,OUT046,2065.183112280702
FDP12,OUT013,507.04640366972467
FDU48,OUT027,3242.062071532848
FDB12,OUT045,1784.4287381818185
FDQ60,OUT046,2140.5192583333323
FDR60,OUT045,1226.1860613861381
FDI36,OUT017,3105.0415249999996
FDJ36,OUT013,1784.4287381818185
FDZ60,OUT046,1548.6861522123897
FDX48,OUT013,2660.950403030303
FDZ12,OUT027,3242.062071532848
FDU36,OUT017,1559.342975268818
FDX60,OUT049,1335.1786749999997
FDJ12,OUT027,5329.314724444443
FDD48,OUT027,3242.062071532848
FDO48,OUT010,584.7577647727273
FDL24,OUT046,3104.1898299065424
FDD36,OUT013,1800.1922229508198
FDP48,OUT010,482.6995426229509
FDX12,OUT049,3731.42033502538
FDE36,OUT046,2611.459542342342
FDZ36,OUT049,3387.2047231707297
FDA11,OUT049,1559.342975268818
FDN48,OUT010,219.21852093023253
FDQ12,OUT013,4161.868242857142
FDO36,OUT018,3387.2047231707297
FDA35,OUT018,1752.2524399999995
FDZ59,OUT035,2611.459542342342
FDQ36,OUT013,507.04640366972467
FDF24,OUT046,1226.1860613861381
FDA11,OUT013,1559.342975268818
FDQ12,OUT017,4161.868242857142
FDP36,OUT046,796.6660672268905
FDA48,OUT027,5329.314724444443
FDJ12,OUT018,3327.952582926828
FDY12,OUT035,933.6314425287359
FDH12,OUT027,2517.882088484848
FDA47,OUT035,2611.459542342342
FDT36,OUT049,583.8145788617882
FDQ48,OUT049,1559.342975268818
FDC60,OUT027,2517.882088484848
FDZ47,OUT018,1372.688490740741
FDY36,OUT035,1103.1862133333336
FDG60,OUT045,4161.868242857142
FDM60,OUT019,92.67548155339804
FDT12,OUT035,3717.6324421768704
FDL12,OUT045,933.6314425287359
FDY59,OUT017,1498.2394086206893
FDW23,OUT027,1378.263185276074
FDX12,OUT017,4161.868242857142
FDQ60,OUT035,2140.5192583333323
FDQ60,OUT027,3242.062071532848
FDW24,OUT018,711.0628208695654
FDF12,OUT035,2490.526886705202
FDM12,OUT045,3187.061782524271
FDK48,OUT013,1498.2394086206893
FDV12,OUT010,219.21852093023253
FDH24,OUT013,2453.7477006993
FDX24,OUT049,1335.1786749999997
FDT48,OUT045,3187.061782524271
FDR24,OUT046,1441.411082758621
FDW60,OUT035,2888.4910101123596
FDG60,OUT010,584.7577647727273
FDJ12,OUT035,3717.6324421768704
FDX12,OUT013,3358.0237087378637
FDV48,OUT035,1498.2394086206893
FDI36,OUT049,2793.8219167785237
FDD36,OUT045,1800.1922229508198
FDR12,OUT010,425.93559145299173
FDY60,OUT018,1752.2524399999995
FDT60,OUT013,2065.183112280702
FDV36,OUT019,281.4820818181818
FDC37,OUT010,281.4820818181818
FDJ60,OUT027,4117.3177126315795
FDE36,OUT010,425.93559145299173
FDV12,OUT027,2517.882088484848
FDW12,OUT018,2232.8470218487396
FDK36,OUT045,796.6660672268905
FDW60,OUT046,2551.843596747969
FDN24,OUT035,933.6314425287359
FDQ60,OUT017,2140.5192583333323
FDT36,OUT017,583.8145788617882
FDZ36,OUT019,482.6995426229509
FDM24,OUT010,346.89728372093043
FDI48,OUT045,796.6660672268905
FDS24,OUT017,1441.411082758621
FDQ48,OUT045,1559.342975268818
FDV36,OUT013,2065.183112280702
FDK48,OUT010,165.9185816513762
FDR48,OUT046,2490.526886705202
FDX11,OUT027,5329.314724444443
FDK48,OUT018,1103.1862133333336
FDY11,OUT045,1103.1862133333336
FDR12,OUT046,3104.1898299065424
FDG60,OUT018,3327.952582926828
FDO12,OUT027,5329.314724444443
FDC37,OUT046,1661.693196078431
FDU60,OUT027,4117.3177126315795
FDX36,OUT027,5329.314724444443
FDJ36,OUT018,1372.688490740741
FDA23,OUT018,1372.688490740741
FDS60,OUT017,2888.4910101123596
FDE24,OUT013,2227.6349584158415
FDR36,OUT027,1378.263185276074
FDV60,OUT046,3105.0415249999996
FDH60,OUT018,3105.0415249999996
FDH24,OUT027,4117.3177126315795
FDY11,OUT035,1103.1862133333336
FDO60,OUT049,677.1027476190477
FDL36,OUT046,1441.411082758621
FDB37,OUT018,3327.952582926828
FDQ24,OUT046,4027.3409750000005
FDI12,OUT035,1441.411082758621
FDI12,OUT018,1335.1786749999997
FDC37,OUT018,1372.688490740741
FDQ12,OUT018,3327.952582926828
FDB36,OUT049,2140.5192583333323
FDC48,OUT013,1498.2394086206893
FDX48,OUT046,2660.950403030303
FDU48,OUT046,1864.5118683333321
FDR48,OUT019,346.89728372093043
FDN12,OUT049,1548.6861522123897
FDD36,OUT046,1800.1922229508198
FDB12,OUT027,2517.882088484848
FDM36,OUT018,3104.1898299065424
FDP36,OUT049,796.6660672268905
FDO24,OUT017,2222.6712822580653
FDC37,OUT035,1661.693196078431
FDA36,OUT046,2778.9892779999996
FDD48,OUT013,2017.4411908256889
FDL24,OUT017,2888.4910101123596
FDA48,OUT035,3731.42033502538
FDU60,OUT049,2453.7477006993
FDX36,OUT035,3731.42033502538
FDF24,OUT045,1226.1860613861381
FDO48,OUT027,5329.314724444443
FDI24,OUT049,2551.843596747969
FDI48,OUT018,795.2466764227643
FDU48,OUT013,1864.5118683333321
FDV12,OUT045,1559.342975268818
FDZ23,OUT019,482.6995426229509
FDZ47,OUT019,219.21852093023253
FDD48,OUT035,2017.4411908256889
FDT48,OUT035,3105.0415249999996
FDL12,OUT010,165.9185816513762
FDI12,OUT027,2517.882088484848
FDL12,OUT017,795.2466764227643
FDI36,OUT013,2793.8219167785237
FDJ48,OUT018,3327.952582926828
FDC48,OUT049,1213.5094930693065
FDD36,OUT017,2282.978881481481
FDC37,OUT017,1661.693196078431
FDB60,OUT019,482.6995426229509
FDZ47,OUT013,1559.342975268818
FDY48,OUT017,1661.693196078431
FDX36,OUT010,584.7577647727273
FDJ60,OUT010,425.93559145299173
FDO36,OUT046,2551.843596747969
FDP24,OUT018,1752.2524399999995
FDY36,OUT010,165.9185816513762
FDS60,OUT049,3387.2047231707297
FDM60,OUT035,677.1027476190477
FDZ23,OUT017,3187.061782524271
FDN48,OUT046,1441.411082758621
FDK60,OUT013,1559.342975268818
FDS24,OUT019,219.21852093023253
FDO48,OUT049,3717.6324421768704
FDA36,OUT049,2778.9892779999996
FDH48,OUT027,2517.882088484848
FDU36,OUT045,1559.342975268818
FDS48,OUT018,2232.8470218487396
FDB37,OUT045,4161.868242857142
FDM12,OUT018,2793.8219167785237
FDE24,OUT049,2227.6349584158415
FDV36,OUT049,2282.978881481481
FDO60,OUT045,796.6660672268905
FDI48,OUT019,165.9185816513762
FDB49,OUT035,1879.0540499999997
FDX48,OUT049,2660.950403030303
FDY12,OUT049,933.6314425287359
FDS12,OUT049,2065.183112280702
FDB60,OUT046,3187.061782524271
FDY60,OUT049,2227.6349584158415
FDP48,OUT013,3387.2047231707297
FDK24,OUT013,507.04640366972467
FDO36,OUT017,3387.2047231707297
FDY36,OUT018,1103.1862133333336
FDZ48,OUT013,2017.4411908256889
FDJ48,OUT049,4027.3409750000005
FDZ12,OUT035,2227.6349584158415
FDY24,OUT027,1378.263185276074
FDA23,OUT045,1661.693196078431
FDZ12,OUT017,2490.526886705202
FDO24,OUT019,346.89728372093043
FDF12,OUT049,2490.526886705202
FDM12,OUT019,482.6995426229509
FDX23,OUT027,2517.882088484848
FDR24,OUT019,219.21852093023253
FDZ23,OUT046,3187.061782524271
FDZ60,OUT013,1548.6861522123897
FDS36,OUT027,2517.882088484848
FDZ47,OUT045,1559.342975268818
FDN12,OUT035,1548.6861522123897
FDU60,OUT046,2453.7477006993
FDV36,OUT035,2282.978881481481
FDX48,OUT045,2660.950403030303
FDT24,OUT017,1103.1862133333336
FDT12,OUT019,584.7577647727273
FDO48,OUT035,3717.6324421768704
FDU60,OUT013,2453.7477006993
FDP36,OUT035,796.6660672268905
FDF24,OUT013,1226.1860613861381
FDW23,OUT017,677.1027476190477
FDQ24,OUT027,6280.890879999997
FDI36,OUT045,2793.8219167785237
FDZ12,OUT045,2227.6349584158415
FDM12,OUT049,2793.8219167785237
FDK60,OUT027,2517.882088484848
FDP36,OUT045,796.6660672268905
FDN48,OUT017,1335.1786749999997
FDA47,OUT049,2611.459542342342
FDZ47,OUT010,219.21852093023253
FDP48,OUT019,482.6995426229509
FDK24,OUT049,796.6660672268905
FDX24,OUT017,1335.1786749999997
FDJ60,OUT018,2232.8470218487396
FDL12,OUT018,795.2466764227643
FDW36,OUT013,1548.6861522123897
FDC48,OUT018,1213.5094930693065
FDM12,OUT046,3187.061782524271
FDV36,OUT046,2282.978881481481
FDJ12,OUT010,584.7577647727273
FDV24,OUT027,4117.3177126315795
FDV48,OUT045,1335.1786749999997
FDB12,OUT017,1784.4287381818185
FDZ59,OUT045,2611.459542342342
FDY24,OUT046,933.6314425287359
FDA48,OUT013,3358.0237087378637
FDP36,OUT027,1378.263185276074
FDS60,OUT010,425.93559145299173
FDZ60,OUT045,1548.6861522123897
FDZ48,OUT027,3242.062071532848
FDQ60,OUT013,2140.5192583333323
FDA35,OUT045,2140.5192583333323
FDP24,OUT035,2065.183112280702
FDG12,OUT013,1800.1922229508198
FDT60,OUT049,2065.183112280702
FDW48,OUT046,1226.1860613861381
FDB49,OUT013,1559.342975268818
FDS12,OUT045,2065.183112280702
FDC60,OUT013,1498.2394086206893
FDD48,OUT049,2017.4411908256889
FDD48,OUT017,2017.4411908256889
FDX60,OUT035,1226.1860613861381
FDW36,OUT045,1548.6861522123897
FDV24,OUT035,2490.526886705202
FDL36,OUT035,1441.411082758621
FDB37,OUT017,4161.868242857142
FDI36,OUT027,5329.314724444443
FDB60,OUT027,5329.314724444443
FDI48,OUT027,1378.263185276074
FDU48,OUT019,281.4820818181818
FDH48,OUT035,1226.1860613861381
FDM12,OUT027,5329.314724444443
FDE36,OUT013,2611.459542342342
FDN48,OUT049,1335.1786749999997
FDA48,OUT017,3731.42033502538
FDQ60,OUT049,2140.5192583333323
FDK48,OUT035,1103.1862133333336
FDH24,OUT045,2453.7477006993
FDG60,OUT017,4161.868242857142
FDM36,OUT045,3104.1898299065424
FDO12,OUT045,3105.0415249999996
FDK36,OUT018,711.0628208695654
FDB49,OUT027,2517.882088484848
FDQ12,OUT049,4161.868242857142
FDI24,OUT018,2888.4910101123596
FDK60,OUT045,1559.342975268818
FDY36,OUT013,1103.1862133333336
FDM24,OUT013,2490.526886705202
FDK36,OUT010,92.67548155339804
FDR36,OUT018,507.04640366972467
FDV36,OUT018,1752.2524399999995
FDJ12,OUT046,3717.6324421768704
FDO36,OUT010,425.93559145299173
FDS48,OUT049,2660.950403030303
FDV12,OUT019,219.21852093023253
FDH60,OUT035,3105.0415249999996
FDN24,OUT018,795.2466764227643
FDV48,OUT046,1498.2394086206893
FDN60,OUT013,2894.2207107142867
FDA35,OUT013,2140.5192583333323
FDH12,OUT046,1548.6861522123897
FDY11,OUT027,1378.263185276074
FDY12,OUT027,1378.263185276074
FDS36,OUT018,1372.688490740741
FDX48,OUT035,2660.950403030303
FDH12,OUT010,219.21852093023253
FDL12,OUT049,933.6314425287359
FDC60,OUT035,1498.2394086206893
FDN24,OUT013,795.2466764227643
FDW60,OUT017,2888.4910101123596
FDX24,OUT010,219.21852093023253
FDM60,OUT027,1378.263185276074
FDT12,OUT049,3717.6324421768704
FDI60,OUT017,1103.1862133333336
FDJ36,OUT046,1784.4287381818185
FDP48,OUT035,3387.2047231707297
FDY48,OUT027,2517.882088484848
FDO24,OUT018,2232.8470218487396
FDN48,OUT013,1441.411082758621
FDE24,OUT046,2227.6349584158415
FDQ24,OUT035,4425.298447058823
FDC48,OUT045,1213.5094930693065
FDA47,OUT019,346.89728372093043
FDM60,OUT045,677.1027476190477
FDQ36,OUT027,1378.263185276074
FDL48,OUT045,796.6660672268905
FDI36,OUT035,3187.061782524271
FDZ36,OUT010,482.6995426229509
FDH60,OUT013,3105.0415249999996
FDI60,OUT035,1103.1862133333336
FDK36,OUT049,796.6660672268905
FDU12,OUT017,4425.298447058823
FDK24,OUT017,711.0628208695654
FDI24,OUT046,2551.843596747969
FDY48,OUT049,1661.693196078431
FDX12,OUT027,6280.890879999997
FDI48,OUT046,796.6660672268905
FDX11,OUT017,3387.2047231707297
FDA36,OUT035,2778.9892779999996
FDI36,OUT010,482.6995426229509
FDH48,OUT046,1441.411082758621
FDV12,OUT046,1559.342975268818
FDO36,OUT045,2551.843596747969
FDC37,OUT045,1661.693196078431
FDH24,OUT019,346.89728372093043
FDX23,OUT045,1498.2394086206893
FDD48,OUT046,2017.4411908256889
FDU48,OUT049,1864.5118683333321
FDC60,OUT018,1335.1786749999997
FDX24,OUT018,1213.5094930693065
FDT36,OUT019,92.67548155339804
FDZ59,OUT017,2611.459542342342
FDO48,OUT017,3717.6324421768704
FDA35,OUT035,2140.5192583333323
FDT60,OUT035,2065.183112280702
FDH12,OUT018,1372.688490740741
FDY60,OUT035,2282.978881481481
FDQ60,OUT018,1752.2524399999995
FDT60,OUT010,281.4820818181818
FDY60,OUT013,2490.526886705202
FDA23,OUT010,219.21852093023253
FDU24,OUT018,1372.688490740741
FDM12,OUT013,2793.8219167785237
FDI60,OUT027,1378.263185276074
FDR36,OUT049,677.1027476190477
FDU11,OUT049,2065.183112280702
FDU59,OUT017,2611.459542342342
FDP23,OUT010,584.7577647727273
FDT59,OUT046,4161.868242857142
FDU35,OUT018,1372.688490740741
FDQ47,OUT046,583.8145788617882
FDS23,OUT013,2065.183112280702
FDS35,OUT049,1103.1862133333336
FDX35,OUT018,3327.952582926828
FDS59,OUT049,1784.4287381818185
FDY35,OUT013,507.04640366972467
FDY47,OUT019,281.4820818181818
FDN23,OUT018,2232.8470218487396
FDV23,OUT017,2065.183112280702
FDP59,OUT017,1784.4287381818185
FDQ11,OUT010,584.7577647727273
FDX47,OUT045,2222.6712822580653
FDT11,OUT019,482.6995426229509
FDT59,OUT019,584.7577647727273
FDV47,OUT045,1441.411082758621
FDW35,OUT013,507.04640366972467
FDQ23,OUT046,1879.0540499999997
FDU23,OUT017,2894.2207107142867
FDV11,OUT017,2888.4910101123596
FDO23,OUT046,1441.411082758621
FDU59,OUT035,2222.6712822580653
FDP59,OUT035,1784.4287381818185
FDO11,OUT013,4425.298447058823
FDV35,OUT019,346.89728372093043
FDW59,OUT049,1213.5094930693065
FDQ59,OUT017,1335.1786749999997
FDV23,OUT049,2065.183112280702
FDW35,OUT027,1378.263185276074
FDP59,OUT013,1784.4287381818185
FDX35,OUT027,6280.890879999997
FDO11,OUT019,584.7577647727273
FDS47,OUT018,1335.1786749999997
FDT23,OUT027,2517.882088484848
FDT47,OUT013,1559.342975268818
FDR59,OUT018,3327.952582926828
FDS59,OUT017,1784.4287381818185
FDR35,OUT017,2793.8219167785237
FDT11,OUT013,2793.8219167785237
FDV35,OUT017,2453.7477006993
FDW47,OUT035,1864.5118683333321
FDV23,OUT013,2065.183112280702
FDW11,OUT045,1103.1862133333336
FDU47,OUT027,3242.062071532848
FDW59,OUT027,2517.882088484848
FDX59,OUT017,583.8145788617882
FDR47,OUT013,3105.0415249999996
FDQ59,OUT049,1335.1786749999997
FDT59,OUT013,4161.868242857142
FDX59,OUT049,583.8145788617882
FDS11,OUT045,3717.6324421768704
FDW11,OUT010,165.9185816513762
FDV59,OUT049,3717.6324421768704
FDT47,OUT046,1559.342975268818
FDP23,OUT019,584.7577647727273
FDW11,OUT046,933.6314425287359
FDS35,OUT035,1103.1862133333336
FDP11,OUT018,3327.952582926828
FDP11,OUT049,3731.42033502538
FDV59,OUT027,5329.314724444443
FDR23,OUT046,2551.843596747969
FDS23,OUT018,1752.2524399999995
FDV11,OUT018,2888.4910101123596
FDP23,OUT017,3717.6324421768704
FDW11,OUT035,933.6314425287359
FDQ47,OUT019,92.67548155339804
FDQ23,OUT045,1879.0540499999997
FDW59,OUT018,1213.5094930693065
FDS47,OUT019,219.21852093023253
FDU11,OUT010,281.4820818181818
FDR47,OUT045,3105.0415249999996
FDX47,OUT010,346.89728372093043
FDO11,OUT045,4027.3409750000005
FDQ23,OUT049,1879.0540499999997
FDV35,OUT027,4117.3177126315795
FDR11,OUT046,2222.6712822580653
FDU35,OUT049,1559.342975268818
FDT35,OUT035,2453.7477006993
FDW47,OUT017,1864.5118683333321
FDX59,OUT010,92.67548155339804
FDT35,OUT013,2453.7477006993
FDP59,OUT049,1784.4287381818185
FDX47,OUT035,2222.6712822580653
FDS47,OUT010,219.21852093023253
FDV35,OUT045,2453.7477006993
FDR11,OUT010,346.89728372093043
FDT35,OUT027,4117.3177126315795
FDZ35,OUT013,1784.4287381818185
FDU47,OUT035,2140.5192583333323
FDT59,OUT010,584.7577647727273
FDQ47,OUT049,583.8145788617882
FDV11,OUT013,2888.4910101123596
FDQ11,OUT013,4425.298447058823
FDP23,OUT049,3717.6324421768704
FDT35,OUT045,2453.7477006993
FDU59,OUT045,2611.459542342342
FDO11,OUT035,4425.298447058823
FDX35,OUT035,3731.42033502538
FDU35,OUT035,1879.0540499999997
FDO11,OUT017,4425.298447058823
FDX59,OUT035,583.8145788617882
FDR11,OUT027,4117.3177126315795
FDV59,OUT013,3717.6324421768704
FDQ11,OUT049,4027.3409750000005
FDQ11,OUT045,4027.3409750000005
FDZ35,OUT019,219.21852093023253
FDR47,OUT046,3105.0415249999996
FDV59,OUT017,3717.6324421768704
FDR23,OUT035,2888.4910101123596
FDT11,OUT045,2793.8219167785237
FDQ47,OUT013,507.04640366972467
FDX35,OUT010,584.7577647727273
FDT35,OUT046,2453.7477006993
FDT47,OUT035,1559.342975268818
FDU59,OUT018,2232.8470218487396
FDU47,OUT046,2227.6349584158415
FDV23,OUT046,2065.183112280702
FDU47,OUT049,2140.5192583333323
FDU11,OUT046,2065.183112280702
FDS59,OUT046,1784.4287381818185
FDV23,OUT010,281.4820818181818
FDQ11,OUT017,4425.298447058823
FDV47,OUT027,2517.882088484848
FDS23,OUT027,3242.062071532848
FDO23,OUT049,1559.342975268818
FDT23,OUT017,1498.2394086206893
FDY47,OUT017,2140.5192583333323
FDS11,OUT018,3327.952582926828
FDT47,OUT010,219.21852093023253
FDT11,OUT049,2793.8219167785237
FDT23,OUT035,1498.2394086206893
FDW35,OUT046,677.1027476190477
FDN23,OUT017,2490.526886705202
FDQ59,OUT018,1335.1786749999997
FDS11,OUT013,3717.6324421768704
FDW47,OUT018,1752.2524399999995
FDU11,OUT019,281.4820818181818
FDT47,OUT017,1559.342975268818
FDT47,OUT018,1372.688490740741
FDO11,OUT018,3327.952582926828
FDY35,OUT017,711.0628208695654
FDR11,OUT018,2232.8470218487396
FDX35,OUT049,3731.42033502538
FDQ23,OUT018,1372.688490740741
FDP59,OUT019,219.21852093023253
FDR11,OUT017,2222.6712822580653
FDQ47,OUT027,1378.263185276074
FDU35,OUT017,1559.342975268818
FDU35,OUT013,1559.342975268818
FDV47,OUT046,1226.1860613861381
FDR47,OUT035,3323.1396415841596
FDR47,OUT019,482.6995426229509
FDT35,OUT049,2453.7477006993
FDT35,OUT018,2232.8470218487396
FDV35,OUT013,2453.7477006993
FDU47,OUT013,2227.6349584158415
FDT23,OUT010,165.9185816513762
FDV11,OUT027,4117.3177126315795
FDW47,OUT027,3242.062071532848
FDY35,OUT046,796.6660672268905
FDP23,OUT046,3717.6324421768704
FDO49,OUT018,711.0628208695654
FDO49,OUT013,711.0628208695654
FDM25,OUT046,2551.843596747969
FDN13,OUT035,1559.342975268818
FDQ49,OUT018,2232.8470218487396
FDQ49,OUT010,346.89728372093043
FDN49,OUT017,677.1027476190477
FDP37,OUT035,2065.183112280702
FDK25,OUT018,2232.8470218487396
FDP01,OUT046,2453.7477006993
FDM25,OUT045,2551.843596747969
FDQ49,OUT049,2453.7477006993
FDL25,OUT013,1498.2394086206893
FDK25,OUT046,2611.459542342342
FDQ49,OUT035,2453.7477006993
FDM01,OUT045,1879.0540499999997
FDO01,OUT019,281.4820818181818
FDR37,OUT019,482.6995426229509
FDM13,OUT027,3242.062071532848
FDQ37,OUT017,3105.0415249999996
FDO13,OUT027,4117.3177126315795
FDO13,OUT018,2232.8470218487396
FDQ49,OUT045,2453.7477006993
FDM13,OUT046,1864.5118683333321
FDP01,OUT013,2453.7477006993
FDM13,OUT045,1864.5118683333321
FDL13,OUT027,6280.890879999997
FDO49,OUT035,933.6314425287359
FDQ37,OUT019,482.6995426229509
FDN01,OUT017,2888.4910101123596
FDP49,OUT017,795.2466764227643
FDL25,OUT027,2517.882088484848
FDL25,OUT045,1335.1786749999997
FDP37,OUT049,2065.183112280702
FDL25,OUT046,1498.2394086206893
FDN49,OUT027,1378.263185276074
FDM25,OUT019,425.93559145299173
FDN13,OUT027,2517.882088484848
FDK25,OUT013,2611.459542342342
FDP01,OUT027,4117.3177126315795
FDN25,OUT045,933.6314425287359
FDR37,OUT018,3387.2047231707297
FDO01,OUT017,2282.978881481481
FDO01,OUT035,2282.978881481481
FDN25,OUT046,933.6314425287359
FDN49,OUT045,677.1027476190477
FDN13,OUT018,1372.688490740741
FDN25,OUT017,795.2466764227643
FDP37,OUT027,3242.062071532848
FDM01,OUT049,1879.0540499999997
FDM13,OUT049,1864.5118683333321
FDO49,OUT017,711.0628208695654
FDN01,OUT013,2888.4910101123596
FDN49,OUT013,507.04640366972467
FDP37,OUT010,281.4820818181818
FDL13,OUT035,4161.868242857142
FDO37,OUT046,4161.868242857142
FDM25,OUT049,2551.843596747969
FDP37,OUT046,2065.183112280702
FDP49,OUT035,933.6314425287359
FDP01,OUT049,2453.7477006993
FDP01,OUT045,2453.7477006993
FDQ37,OUT049,3105.0415249999996
FDO13,OUT046,2611.459542342342
FDQ37,OUT045,3323.1396415841596
FDN01,OUT035,2888.4910101123596
FDL13,OUT046,4161.868242857142
FDQ37,OUT018,3105.0415249999996
FDR37,OUT017,3387.2047231707297
FDL25,OUT035,1498.2394086206893
FDP01,OUT018,2232.8470218487396
FDN25,OUT027,1378.263185276074
FDO01,OUT010,281.4820818181818
FDO13,OUT035,2611.459542342342
FDO01,OUT013,2282.978881481481
FDO49,OUT045,796.6660672268905
FDS49,OUT027,2517.882088484848
FDC26,OUT013,1548.6861522123897
FDG02,OUT049,2778.9892779999996
FDR49,OUT045,796.6660672268905
FDZ25,OUT017,2894.2207107142867
FDX13,OUT019,584.7577647727273
FDO38,OUT010,165.9185816513762
FDM14,OUT018,1372.688490740741
FDM14,OUT013,1661.693196078431
FDC50,OUT019,219.21852093023253
FDK26,OUT010,482.6995426229509
FDF50,OUT018,3105.0415249999996
FDI50,OUT019,584.7577647727273
FDL26,OUT045,2894.2207107142867
FDI02,OUT027,3242.062071532848
FDB14,OUT017,1335.1786749999997
FDL26,OUT046,2660.950403030303
FDS01,OUT035,2888.4910101123596
FDE02,OUT035,1559.342975268818
FDY13,OUT046,1103.1862133333336
FDU01,OUT049,3323.1396415841596
FDY01,OUT046,2017.4411908256889
FDG14,OUT049,2490.526886705202
FDV49,OUT017,4425.298447058823
FDR13,OUT017,1800.1922229508198
FDZ37,OUT035,1498.2394086206893
FDY25,OUT035,3387.2047231707297
FDT13,OUT045,2778.9892779999996
FDO50,OUT045,1335.1786749999997
FDT13,OUT018,2793.8219167785237
FDD14,OUT027,5329.314724444443
FDY49,OUT018,2232.8470218487396
FDD14,OUT046,3387.2047231707297
FDU37,OUT019,165.9185816513762
FDL14,OUT045,2222.6712822580653
FDE38,OUT035,2611.459542342342
FDR13,OUT045,2017.4411908256889
FDB50,OUT019,165.9185816513762
FDK50,OUT019,425.93559145299173
FDE38,OUT049,2611.459542342342
FDS37,OUT046,1800.1922229508198
FDB14,OUT049,1335.1786749999997
FDW25,OUT018,1213.5094930693065
FDC14,OUT045,677.1027476190477
FDV25,OUT046,3717.6324421768704
FDV25,OUT017,3717.6324421768704
FDB02,OUT017,2888.4910101123596
FDZ01,OUT019,219.21852093023253
FDH50,OUT049,3387.2047231707297
FDN02,OUT018,3327.952582926828
FDY25,OUT045,3387.2047231707297
FDJ50,OUT027,1378.263185276074
FDY01,OUT045,1800.1922229508198
FDE02,OUT018,1335.1786749999997
FDK38,OUT046,2490.526886705202
FDI50,OUT017,4161.868242857142
FDX13,OUT035,4425.298447058823
FDU01,OUT018,3323.1396415841596
FDK50,OUT049,2611.459542342342
FDA25,OUT027,2517.882088484848
FDI02,OUT049,1784.4287381818185
FDF14,OUT013,2490.526886705202
FDJ50,OUT046,933.6314425287359
FDS01,OUT013,2888.4910101123596
FDL38,OUT017,1213.5094930693065
FDG02,OUT045,2778.9892779999996
FDJ38,OUT045,2793.8219167785237
FDK38,OUT019,346.89728372093043
FDB50,OUT035,1226.1860613861381
FDB38,OUT010,346.89728372093043
FDC26,OUT027,3242.062071532848
FDE14,OUT027,2517.882088484848
FDY37,OUT049,2282.978881481481
